Title,Year,Runtime,Actors,IMDB Rating,Metascore,IMDB Votes,Box Office,Description,Tagline,Budget,Revenue,TMDB Rating,Vote Count,Month,Day,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Approved,G,GP,M,M/PG,NC-17,Not Rated,PG,PG-13,R,TV-MA,Unrated,Top_Production_Company,Top_Director,Top_Writer,Domestic,International,English_Language,Other_Language,Oscars_Won,Oscars_Nominated,Wins,Nominations
John Wick: Chapter 3 - Parabellum,2019,130,"Keanu Reeves, Halle Berry, Ian McShane",7.4,73.0,457227,171015687.0,"In this third installment of the adrenaline-fueled action franchise, skilled assassin John Wick (Keanu Reeves) returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin's guild, the High Table, John Wick is excommunicado, but the world's most ruthless hit men and women await his every turn.","If you want peace, prepare for war.",55000000,326709727,7.443,11101,5,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,18,29
Captain Fantastic,2016,118,"Viggo Mortensen, George MacKay, Samantha Isler",7.8,72.0,244601,5879835.0,"Ben and Leslie Cash live largely off the grid with their offspring -- Bodevan, Kielyr, Vespyr, Rellian, Zaja and Nai -- in a cabin in the mountains of Washington state. The parents have passed their socialist and survivalist ideals to their children. Ben considers most of Western society to be fascist, especially corporate America. He also believes that no one will or should be there for you, so you'd better learn how to take care of yourself. As such, the children have been subject to vigorous physical training; know how to deal with minor bumps, bruises, cuts, sprains, and even fractures; and know how to hunt, forage, and grow their own food. The children are also non-registered home schooled, meaning that they have no official academic records. Ben and Leslie have tried to make the children critical thinkers, however, within the context of their ideals. Beyond these issues, Ben and Leslie made the decision to live this lifestyle for Leslie's health. Formerly an attorney, Leslie was diagnosed as bipolar. Ben believes that this disorder started with her postpartum depression with Bo. Yet Leslie's condition has worsened. Despite not believing in Western medicine, Ben sends Leslie to a hospital close to Ben's sister, Harper, so that there can be family close by. While hospitalized, Leslie commits suicide. Beyond the collective grief, Leslie's act brings out a battle between Ben and Leslie's father, Jack Bertrang, a Christian who not only blames Ben for Leslie's death, but believes that what he is doing ""to"" the children can legally be considered abuse. Jack takes over the funeral arrangements as per his and his complacent wife Abby's Christian morals, against what Ben knows was Leslie's wishes, as she believed in Buddhist philosophies. Although Jack threatens to call the police if Ben shows up to the funeral, Ben and the children believe it is their mission to honor Leslie's last wishes to be cremated as per Buddhist philosophy. This mission not only may bring the divide between Jack and Ben to a head, but may also bring out some long dormant issues between the Cash children as they are exposed to commercial America in all its good and bad, and as Bo grows into manhood, he may have his own ideas of what he should do with the next phase of his life.",He prepared them for everything except the outside world.,5000000,23123592,7.894,6565,7,29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,15,51
Gran Torino,2009,116,"Clint Eastwood, Bee Vang, Christopher Carley",8.1,73.0,840937,148095302.0,"Walt Kowalski (Clint Eastwood) is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao Lor (Bee Vang), a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",Ever come across somebody you shouldn't have f#cked with?,33000000,270000000,8.0,11012,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,21,23
Taps,1981,126,"George C. Scott, Timothy Hutton, Ronny Cox",6.8,49.0,21391,35856053.0,"An announcement that the venerable Bunker Hill Military Academy, a 141-year-old institute, is to be torn down and replaced with condos sets off the young cadets led by their stodgy commander. Under the command of a student cadet major, the cadets seize the campus, refuse entry of the construction crews and ultimately confront the real military.","“This school is our home, we think it's worth defending.”",14000000,35900000,6.796,279,12,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
The Untouchables,1987,119,"Kevin Costner, Sean Connery, Robert De Niro",7.8,79.0,344613,76270454.0,"After building an empire with bootleg alcohol, legendary crime boss Al Capone rules Chicago with an iron fist. Though Prohibition Agent Eliot Ness attempts to take Capone down, even his best efforts fail due to widespread corruption within the Windy City's police force. Recruiting an elite group of lawmen who won't be swayed by bribes or fear, including Irish-American cop Jimmy Malone, Ness renews his determination to bring Capone to justice.",What are you prepared to do?,25000000,76270454,7.758,5872,6,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,11,18
Rain Man,1988,133,"Dustin Hoffman, Tom Cruise, Valeria Golino",8.0,65.0,565093,172825435.0,"Charles Sanford ""Charlie"" Babbit is a self-centered Los Angeles-based automobile dealer/hustler/bookie who is at war with his own life. Charlie, as a young teenager, used his father's 1949 Buick convertible without permission and as a result, he went to jail for two days on account that his father reported it stolen. It is then that Charlie learns that his estranged father died and left him from his last will and testament a huge bed of roses and the car while the remainder will of $3 Million goes into a trust fund to be distributed to someone. Charlie seemed pretty angry by this and decides to look into this matter. It seems as if that ""someone"" is Raymond, Charlie's unknown brother, an autistic savant who lives in a world of his own, resides at the Walbrook Institute. Charlie then kidnaps Raymond and decides to take him on a lust for life trip to the west coast as a threat to get the $3 Million inheritance. Raymond's acts and nagging, including repeated talks of ""Abbott &amp; Costello"", ""Four minutes till Wapner"" and refusal to fly on an airline except Qantas drives Charlie insane... and out of his selfish world into a cross-country trek of pure love and understanding that these two both have.",A journey through understanding and fellowship.,25000000,354825435,7.755,6644,12,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,4,0,27,26
Moon,2009,97,"Sam Rockwell, Kevin Spacey, Dominique McElligott",7.8,67.0,385753,5010163.0,"Sam Bell has a three year contract to work for Lunar Industries. For the contract's entire duration, he is the sole employee based at their lunar station. His primary job responsibility is to harvest and periodically rocket back to Earth supplies of helium-3, the current clean and abundant fuel used on Earth. There is no direct communication link available between the lunar station and Earth, so his only direct real-time interaction is with GERTY, the intelligent computer whose function is to attend to his day to day needs. With such little human contact and all of it indirect, he feels that three years is far too long to be so isolated; he knows he is beginning to hallucinate as the end of his three years approaches. All he wants is to return to Earth to be with his wife Tess and their infant daughter Eve, who was born just prior to his leaving for this job. With two weeks to go, he gets into an accident at one of the mechanical harvesters and is rendered unconscious. Injured, he awakens back at the station in the infirmary, he assumes assisted by GERTY. GERTY tells him that a rescue team named Eliza will come to the station to clean up the aftermath of the accident. After his recuperation, he takes an unauthorized trip back to the broken harvester, where he makes an unexpected discovery. Because of his find, he begins to doubt his sanity, then his true identity, then the company and GERTY's willingness to do what is best for him. Because of his resulting beliefs, his sole mission becomes how to get back to Earth on his own.","250,000 miles from home, the hardest thing to face...is yourself.",5000000,9760104,7.566,5895,7,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,28,37
Bones and All,2022,131,"Timothée Chalamet, Taylor Russell, Mark Rylance",6.8,74.0,67170,7834907.0,A young woman embarks on a 1000 mile odyssey through America where she meets a disenfranchised drifter. But all roads lead back to their terrifying pasts and to a final stand that will determine whether love can survive their othe...,You can’t run from who you are.,16000000,15234907,7.0,1460,11,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,77
Basic Instinct 2,2006,114,"Sharon Stone, David Morrissey, David Thewlis",4.4,26.0,42663,5971336.0,"Crime novelist Catherine Tramell is living in London, and becomes the center of police investigation (yet again) when her football player boyfriend drowns in a car accident and it is revealed that he was already dead because of a drug overdose before Tramell drove the car into water. Police psychoanalyst Dr. Michael Glass is called for examining Tramell, and is intrigued by the seductive and manipulative woman. On the other hand , his friend Det. Roy Washburn is sure Tramell is guilty. Tramell asks Glass to treat her for her 'risk addiction' problem, and with each therapy session , Glass gets more and more suspicious about her intentions. As more and more murders are committed, including that of Glass's ex-wife, Glass becomes obsessed with proving Tramell's guilt even though the evidence is contradictory .",Everything interesting begins in the mind,70000000,38629478,4.987,790,3,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,8,6
Blade: Trinity,2004,113,"Wesley Snipes, Kris Kristofferson, Parker Posey",5.8,38.0,195735,52411906.0,"Blade finds himself alone surrounded by enemies, fighting an up hill battle with the vampire nation and now humans. He joins forces with a group of vampire hunters who call themselves the Nightstalkers. The vampire nation awakens the king of vampires Dracula from his slumber with intentions of using his primitive blood to become day-walkers. On the other side is Blade and his team manifesting a virus that could wipe out the vampire race once and for all. In the end the two sides will collide and only one will come out victorious, a battle between the ultimate vampire who never knew defeat, facing off against the greatest vampire slayer.",The final hunt begins.,65000000,128905366,5.861,4060,12,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
We Need to Talk About Kevin,2011,112,"Tilda Swinton, John C. Reilly, Ezra Miller",7.4,68.0,174621,1738692.0,"Eva's a mother trying to piece together her life following an incident caused by her odd child, Kevin. Once a successful writer, she's forced to take whatever comes her way, in spite of the increasingly bizarre and dangerous things Kevin says, or does.",This conversation is long overdue.,7000000,10800000,7.544,2910,10,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,26,66
Sinners,2025,137,"Michael B. Jordan, Miles Caton, Saul Williams",7.7,84.0,221289,278578513.0,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",Dance with the devil.,90000000,365878513,7.562,2152,4,18,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,10,16
The Abyss,1989,140,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn",7.5,62.0,202359,54981151.0,"Formerly married petroleum engineers who still have some issues to work out. They are drafted to assist a gung-ho Navy SEAL with a top-secret recovery operation: a nuclear sub has been ambushed and sunk, under mysterious circumstances, in some of the deepest waters on Earth.","When you get there, you will understand.",43000000,90000098,7.354,3162,8,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,9,16
Hostel,2006,94,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson",5.9,55.0,198317,47326473.0,"American best friends Josh and Pax, staying at hostels along the way, decide to backpack through Europe following college graduation to indulge in all their hedonistic fantasies in part to help Josh recover from the heartache of a breakup. Josh ends up being more willing in spirit than he is in body. In Paris, they meet Icelandic Oli, who joins them as he is in the same pursuit, he even more open to those indulgences. They believe they can't surpass their experiences in Amsterdam until they are told of a hostel in Slovakia just outside of Bratislava where their sexual experiences can be taken to the next level. There, they initially find that the stories are nothing compared to their actual experiences, far exceeding their expectations. However, those fantasies quickly turn to nightmares as they end up separated by design, their new hell from which they may never be able to escape.",Welcome to your worst nightmare.,4800000,81979826,5.946,3746,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,14
30 Days of Night,2007,113,"Josh Hartnett, Melissa George, Danny Huston",6.6,53.0,196463,39569000.0,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",They're Coming!,30000000,80276156,6.43,2885,10,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,14
Straight Outta Compton,2015,147,"O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell",7.8,72.0,227632,161197785.0,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music. Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels-armed only with their lyrics, swagger, bravado and raw talent-stood up to the authorities that meant to keep them down and formed the world's most dangerous group, N.W.A. And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",The world's most dangerous times created the world's most dangerous group.,28000000,201634991,7.786,4014,8,14,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,28,40
The Last Voyage of the Demeter,2023,118,"Corey Hawkins, Aisling Franciosi, Liam Cunningham",6.1,52.0,65428,13637180.0,"Based on a single chapter, the Captain's Log, from Bram Stoker's classic 1897 novel Dracula, the story is set aboard the Russian schooner Demeter, which was chartered to carry private cargo - twenty-four unmarked wooden crates - from Carpathia to London. The film will detail the strange events that befell the doomed crew as they attempt to survive the ocean voyage, stalked each night by a terrifying presence on board the ship. When it finally arrived near Whitby Harbour, it was a derelict. There was no trace of the crew.",The legend of Dracula is born.,45000000,21600000,6.774,1758,8,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,10
Dog Man,2025,89,"Pete Davidson, Poppy Liu, Lil Rel Howery",6.3,66.0,11168,97970355.0,"After a policeman and his police dog are fused together to turn into Dog Man, he must stop the villainous Petey the Cat from cloning himself and creating an evil kitten, doubling his evil abilities.",Part dog. Part man. All hero.,40000000,145550471,7.8,272,1,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
10 Cloverfield Lane,2016,103,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr.",7.2,76.0,373910,72082998.0,"After getting in a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",Monsters come in many forms.,15000000,110216998,6.991,8208,3,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,16,48
Planet of the Apes,2001,120,"Mark Wahlberg, Helena Bonham Carter, Tim Roth",5.7,50.0,238729,180011740.0,"It is the year 2029: Astronaut Leo Davidson boards a pod cruiser on a Space Station on a rescue and recovery mission. But an abrupt detour through a space time wormhole lands him on a strange planet where talking apes rule over the human race. With the help of a sympathetic chimpanzee activist named Ari and a small band of human rebels, Leo leads the effort to evade the advancing Gorilla Army led by General Thade and his most trusted warrior Attar. Now the race is on to reach a sacred temple within the planet's Forbidden Zone to discover the shocking secrets of mankind's past - and the key to its future.","Somewhere in the Universe, there must be something better than man!",5800000,32589624,7.647,3713,7,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,11,32
Shrek 2,2004,93,"Mike Myers, Eddie Murphy, Cameron Diaz",7.4,75.0,535718,444978202.0,"Shrek (Mike Myers) has rescued Princess Fiona (Cameron Diaz), got married, and now is time to meet the parents. Shrek, Fiona, and Donkey (Eddie Murphy) set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and King Harold (John Cleese) find it hard to get along, and there's tension in the marriage. It's not just the family who are unhappy. Prince Charming (Rupert Everett) returns from a failed attempt at rescuing Fiona, and works alongside his mother, the Fairy Godmother (Jennifer Saunders), to try and find a way to get Shrek away from Fiona.",What happens after happily ever after?,150000000,935454538,7.3,12788,5,19,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,18,52
The Hurt Locker,2009,131,"Jeremy Renner, Anthony Mackie, Brian Geraghty",7.5,95.0,485303,17017811.0,"An intense portrayal of elite soldiers who have one of the most dangerous jobs in the world: disarming bombs in the heat of combat. When a new sergeant, James, takes over a highly trained bomb disposal team amidst violent conflict, he surprises his two subordinates, Sanborn and Eldridge, by recklessly plunging them into a deadly game of urban combat, behaving as if he's indifferent to death. As the men struggle to control their wild new leader, the city explodes into chaos, and James' true character reveals itself in a way that will change each man forever.",You don't have to be a hero to do this job. But it helps.,15000000,49259766,7.256,5803,7,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6,0,125,130
Toy Story 4,2019,100,"Tom Hanks, Tim Allen, Annie Potts",7.6,84.0,299003,434038008.0,"Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're two worlds apart when it comes to what they want from life as a toy.",Get ready to hit the road!,175000000,1073841394,7.472,10080,6,21,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,61,66
Minions,2015,91,"Sandra Bullock, Jon Hamm, Michael Keaton",6.4,56.0,275254,336045770.0,"Ever since the dawn of time, the Minions have lived to serve the most despicable of masters. From the T-Rex to Napoleon, the easily distracted tribe has helped the biggest and the baddest of villains. Now, join protective leader Kevin, teenage rebel Stuart, and lovable little Bob on a global road trip. They'll earn a shot to work for a new boss, the world's first female supervillain, and try to save all of Minionkind from annihilation.","Meet Stuart, Kevin & Bob.",74000000,1159457503,6.413,10764,7,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,4,29
Coming to America,1988,117,"Eddie Murphy, Paul Bates, Garcelle Beauvais",7.1,47.0,233044,128152301.0,"Immersed in luxury and riches, courteous Prince Akeem, the refined heir apparent to Africa's prosperous kingdom of Zamunda, summons up the courage to reject an arranged marriage proposal on his twenty-first birthday. As a result, bent on finding true love, the young blue blood finds himself in the strange urban jungle of New York City's Queens. Now, to mask his regal descent, Akeem, and his trusted valet, Semmi, have to pose as humble exchange students, doing their best to mingle with their neighbours. But, more than anything in the world, the noble bachelor yearns to be loved for who he is, and not for his title. Is Prince Akeem destined to find his soulmate in America's bustling Big Apple?","This summer, Prince Akeem discovers America.",30000000,288752301,6.88,4501,6,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,5,5
The Wedding Singer,1998,97,"Adam Sandler, Drew Barrymore, Christine Taylor",6.9,60.0,167280,80245725.0,"Robbie Hart is singing the hits of the 1980s at weddings and other celebrations. He also can keep the party going in good spirit, he knows what to say and when to say it. Julia is a waitress at the events where Robbie performs. When both of them find someone to marry and prepare for their weddings, it becomes clear that they've chosen wrong partners.",He's gonna party like it's 1985!,18000000,123306987,6.775,1806,2,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,5,7
The Hunt,2012,115,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp",8.3,77.0,391965,613308.0,"Lucas is a Kindergarten teacher who takes great care of his students. Unfortunately for him, young Klara has a run-away imagination and concocts a lie about her teacher. Before Lucas is even able to understand the consequences, he has become the outcast of the town. The hunt is on to prove his innocence before it's taken from him for good.",Only designated people may be hunted at the manor.,14000000,10550350,6.627,3380,11,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,38,74
Ant-Man,2015,117,"Paul Rudd, Michael Douglas, Corey Stoll",7.2,64.0,757549,180202163.0,"Armed with the astonishing ability to shrink in scale but increase in strength, con-man Scott Lang must embrace his inner-hero and help his mentor, Dr. Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",Heroes don't get any bigger.,130000000,519311965,7.07,20210,7,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,4,34
Donnie Brasco,1997,127,"Al Pacino, Johnny Depp, Michael Madsen",7.7,77.0,345632,41909762.0,"This true story follows FBI agent Joe Pistone as he infiltrates the mafia of New York. Befriending Lefty Ruggiero, Pistone (under the name Donnie Brasco) is able to embed himself in a mafia faction led by Sonny Black. Ruggiero and Pistone become tight as the group goes about collecting money for 'the bosses'. Eventually, the group become big-time when Black himself becomes a boss; all the while, Pistone collects evidence. However, the trials and tribulations of the undercover work become more than Pistone can bear. His marriage falls apart, and to top it off, the mafia suspect a mole in the organization. The real dilemma is afforded to Pistone, who knows if he walks away from the mafia, Ruggiero will be the one punished.","In 1978, the US government waged a war against organized crime. One man was left behind the lines.",35000000,124909762,7.536,4596,2,28,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,16
Alexander,2004,175,"Colin Farrell, Anthony Hopkins, Rosario Dawson",5.6,40.0,178478,34297191.0,"Conquering ninety percent of the known world by the age of twenty-five, Alexander the Great (Colin Farrell) led his armies through twenty-two thousand miles of sieges and conquests in just eight years. Coming out of tiny Macedonia, Alexander led his armies against the mighty Persian Empire, drove west to Egypt, and finally made his way east to India. This movie concentrated on those eight years of battles, as well as his relationship with his boyhood friend and battle mate, Hephaistion (Jared Leto). Alexander died young, of illness, at the age of thirty-two. Alexander's conquests paved the way for the spread of Greek culture (facilitating the spread of Christianity centuries later), and removed many of the obstacles that might have prevented the expansion of the Roman Empire. In other words, the world we know today might never have been if not for Alexander's bloody, yet unifying, conquest.",The greatest legend of all was real,155000000,167298192,5.944,3349,11,24,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,6,19
